message_content,message_category
"
Maybe I'm just a child of the 80's, but I really liked the Marlins' uniforms.
The helmets shine nicely in the sun.  It's enough to make me a fan.",rec.sport.baseball
"I am looking for a WINDOW 3.1 driver  for 
     Cornerstone  DualPage (Cornerstone Technology, Inc) 
video card. Does  anybody know, that has these?  Is there one?

Thanks for any info,

To~nis",comp.graphics
"This just in...

Nolan Ryan hurt his right knee in the 4th inning of the Rangers-Orioles
game last night.  He'll be having arthoscopic surgery that will, at best,
keep him on the DL for two to five weeks.

Just when I had almost convinced myself that the Rangers' rotation would
stay healthy this year...
",rec.sport.baseball
"Giant's have a five man rotation of  John Burkett, Trevor Wilson,
Bill Swift, Jeff Brantley, and Bud Black/Dave Burba.  Black has
been put on the 15 day disables and Dave Burba will take his starts.

",rec.sport.baseball
"To: milsh@nmr-z.mgh.harvard.edu (Alex Milshteyn)

 AM> Having said that, i might add, that in MHO, MSG does not enhance
 AM> flavor enoughf for me to miss it.  When I go to chinese places,
 AM> I order food without MSG.  

To me, MSG tastes just like a mixture of salt and sugar.  I don't 
think that is the case with most people.  What does it taste like 
to you? ",sci.med
"A person posted certain stuff to this newsgroup, which were highly
selected quotes stripped of their context.  Here is the complete
posting which was quoted (lacking the context of other postings in 
which it was made):


Probably within 50 years, it will be possible to disassemble and
re-assemble our bodies at the molecular level.  Not only will flawless
cosmetic surgery be possible, but flawless cosmetic PSYCHOSURGERY.

What will it be like to store all the prices of shelf-priced bar-coded
goods in your head, and catch all the errors they make in the store's
favor at SAFEWAY?  What will it be like to mentally edit and spell-
check your responses to the questions posed by a phone caller selling
VACATION TIME-SHARE OPTIONS?

Indeed, we are today a nation at risk!  The threat is not from bad genes,
but bad memes!  Memes are the basic units of culture, as opposed to genes
which are the units of genetics.

We stand on the brink of new meme-amplification technologies!  Harmful
memes which formerly were restricted in their destructive power will
run rampant over the countryside, laying waste to the real benefits that
future technology has to offer.

For example, Jeremy Rifkin has been busy trying to whip up emotions
against the new genetically engineered tomatoes under development at
CALGENE.  This guy is inventing harmful memes, a virtual memetic Typhoid
Mary.",sci.med
"Hello,



	I just bought a copy.  I can't disagree that it is a very good
book.  But unfortunately I was looking for the same graphics feature
described in this book but _NOT_ in 640x480x16 or 320x200x256 mode. It
is easy to accomodate all the pixel ""descriptor"" (or color attributes)
in those modes into A0000-AFFFFF, but not in 640x480x256(which is what
I am interested in).  I haven't finish the book but I affraid the
author didn't talk much about this mode(or other SVGA modes).  If
anyone out there know any good book dealing with fast SVGA graphics
manupulation(scrolling, repainting, all other good stuff..) please
send me mail.  Programming guide to SVGA card is also welcome.

	Thanks in advance.


 
************************************************************************
*                         Tiang   T.    Foo                            *
*		      tiang@uokmax.ecn.uoknor.edu 		       *
************************************************************************    ",comp.graphics
"
Stuff deleted


I have to confess that this is one of my few unfulfilled ambitions.
No matter how much I eat, it still seems realistic.",sci.med
"I remember hearing a few years back about a new therapy for hyperactivity
which involved aggressively eliminating artificial coloring and flavoring
from the diet.  The theory -- which was backed up by interesting anecdotal
results -- is that certain people are just way more sensitive to these
chemicals than other people.  I don't remember any connection being made
with seizures, but it certainly couldn't hurt to try an all-natural diet.
",sci.med
"Hi, I'm looking for the 3-D studio driver for the
	Oak card with 1 M of RAM.
	This would be GREATLY (and I mean that) appreciated",comp.graphics
"

The problem you see here is that some Christians claim things about
the Bible which they don't actually believe or practice. I've known
all sorts of Christians, ranging from the trendiest of liberals to
the fire-breathing fundamentalists, and although many on the 
conservative side of the Christian faith do claim that the Bible is
a (perhaps *the*) source of absolute truth, I don't know of anyone
who treats it as anything other than a valuable part of a living tradition.
While I am not a Roman Catholic, I believe this is close to the official
position of the RC church (perhaps an RC would like to comment).

The particular practice you refer to will usually be explained in
terms of the social context of the time. You would think the fact 
that the conservatives seem to have to break out the tophat-and-cane 
and give you some big song-and-dance routine about why this 
(other passages as well) aren't directly applicable today would 
show them that what they claim about the Bible and what they 
actually practice are two different things, but mostly it doens't.

While this thread is supposed to be about the arrogance of Christians,
I would suggest that some of the problem is really hypocrasy, in this
case, making claims about the Bible which the claimants don't actually
put into practice. But if we step back from the name-calling and
look at what people are attempting to say, we see that they are trying
to express very concisely the unique place the Bible holds within the
Christian faith. So when people use such words or phrases as ""Word of
God"", ""inerrant"", ""infallibale"", ""The Manufacturer's Handbook"", ""The
only rule of faith and practice in the church today"" to describe the
Bible, we should try to hear what they are saying and not just look at
the mere words they use. Some of the above descriptions are demostratably
false and others are self-contradictory, but in my experience people are
generally pretty good at picking out the intention of the speaker even
when the speaker's words are at variance with their intentions. A Biblical
example is from the garden of Eden where God asks ""Where are you?"" and Adam
explains that he was naked and afraid and hid himself. If Adam had
answered God's words he would have said something like ""I'm here in this
tree."" The problem seems to arise when Christians insist that these
words are indeed accurate reflections of their beleif. Most people
have not made a determined effort to work out their own understanding of
the place of the Bible within their own faith and so rely on the phrases
and explanations that others use.

I hope this helps.
--
                                                                     ___
Bill Rea                                                            (o o)
-------------------------------------------------------------------w--U--w---",soc.religion.christian
"Hi,
	would someone please email the new AVI file
	format.  I'm sure that many people would 
like to know what it is exactly.

Thank you


Mark Gregory Lecturer m.gregory@rmit.edu.au PH(03)6603243 FAX(03)6621060
Royal Melbourne Institute of Technology,
Department of Communication and Electronic Engineering,
P.O. Box 2476V, Melbourne, Victoria, 3001. AUSTRALIA.",comp.graphics
"

Here at Lewis and Clark College we have recently installed a Digital Film
system (based on the Mac Quadra) that does non-linear, full digital editing.

If you're considering such a system, here are the pros and cons:

For the educational environment, this system is excellent.  We use it to
produce a variety of educational materials for disemination on our local
network.  Because this programming is going to be viewed on other Macs, the
image quality is not as important as the ability to directly export the
video to the Net.

We also use it to produce orientiation and promotional video programs for
use by the Lewis & Clark community.  Since these programs are not meant for
commercial or broadcast use, image quality is not critical.

The Digital Film system, for those of you who are uninitiated, is an A/B roll
digitizing system on one $5000 JPEG compression card.  It was promoted as
an inexpensive online editing system with SVHS quality.  SuperMac, the maker
of the card, is trying to achieve this quality level, but as yet, has been
unable to deliver.  Our system produces ""near VHS"" quality at 30 fields per
second (640x480 overscan).  The card repeats every other field to get 60
fields per second.  This results in a kind of Super 8 film look that some
find distracting.

If you can get past this problem, you'll find the Adobe Premier editing 
software quite enjoyable with which to work.  It produces thousands of
different effects from crystalize filters to DVE transitions to color matting.

Because of its non-linear nature, editing is fast and easy.  If you've ever
used (or seen used) an AVID or Montage system, you'll recognize the methodology
and the user interface.

The total system with Quadra 950 (40Megs of RAM), 1 gig drive, 21"" Apple mon-
itor, Panasonic SVHS 1960 edit deck, audio gear (cassette, CD, EQ, mixer, etc),
Composite monitor, Digital Film card will set you back about $20,000.

For you video cowboys and girls, this system will not output at a quality
that will satisfy most of your clients.  Even though you can perform more
effects than a toasterhead can imagine, an Amiga based off-line based system
will look better.

We use both Macs and Amigas for our video work.  Each for what each does best!
",comp.graphics
"

Yup.  By the way, what planet are you from, and once you got here, did
you encounter those prejudices against foreign medical graduates?",sci.med
"Subject: Re: Eugenics
/
;Probably within 50 years, a new type of eugenics will be possible. 
;Maybe even sooner.  We are now mapping the human genome.  We will 
;then start to work on manipulation of that genome.  Using genetic
;engineering, we will be able to insert whatever genes we want.
;No breeding, no ""hybrids"", etc.  The ethical question is, should
;we?
 
Two past problems with eugenics have been 
1) reducing the gene pool and 
2) defining the status of the eugenized.
 
Inserting genes would not seem to reduce the gene pool unless the inserted
genes later became transmissible to progeny. Then they may be able to
crowd out ""garbage genes."" This may in the future become possible. Even if
it does, awareness of the need to maintain the gene pool would hopefully
mean provisions will be made for saving genes that may come in handy
later. Evidently the genes for sickle cell disease in equatorial Africa
and for diabetes in the Hopi *promoted* survival in some conditions. We
don't really know what the future may hold for our environment. The
reduced wilderness- and disease-survival capacity of our relatively inbred
domesticated animals comes to mind. Vulcanism, nuclear winter, ice age,
meteor impact, new microbiological threats, famine, global warming, etc.,
etc., are all conceivable. Therefore, having as many genes as possible
available is a good strategy for species survival. 
 
Of course, the status of genetically altered individuals would start out
as no different than anyone else's. But if we could make
""philosopher-kings"" with great bodies and long lives, would we (or they)
want to give them elevated status? We could. The Romans did it with their
kings *without* the benefits of such eugenics. The race eventually
realized and dealt with the problems which that caused, but for a while,
it was a problem. Orwell introduced us to the notion of what might happen
to persons genetically altered for more menial tasks. But there is nothing
new under the sun. We treated slaves the same way for millennia before
""1984.""   
 
I see no inherent problem with gene therapy which avoids at least these 2
problems. Humans have always had trouble having the virtue and wisdom to
use any power that falls into their hands to good ends all the time. That
hasn't stopped the race as a whole yet. Many are the civilizations which
have died from inability to adapt to environmental change. However, also
many are the civilizations which have died from the abuse of their own
power. The ones which survived have hopefully learned a lesson from the
fates of others, and have survived by making better choices when their
turns came.
 
Not that I don't think that this gene altering power couldn't wipe us off
the face of the earth or cause endless suffering. Nuclear power or global
warming or whatever could and may still do that, too. 
 
The real issue is an issue of wisdom and virtue. I personally don't think
man has enough wisdom and virtue to pull this next challenge off any
better than he did the for last few. We, as eugenists, may make it, an we
may not. If we don't, I hope there are reservoirs of ""garbage"" people out
in some backwater with otherwise long discarded ""garbage"" genes which will
pull us through. 
 
I believe that the real problem is and will probably always be the same.
Man needs to accept input from the great spirit of God to overcome his
lacks in the area of knowing how to use the power he has. Some men have,
and I believe all men may, listen to and obey the still small voice of God
in their hearts. This is the way to begin to recieve the wisdom and virtue
needed to escape the problems consequent to poor choices. Peoples have
died out for many reasons. The societies which failed to accept enough
input from God to safely use the power they had developed have destroyed
themselves, and often others in the process. It is self-evident that the
ones which survive today have either accepted enough input from the Spirit
to use their powers wisely enough to avoid or survive their own mistakes
thus far, or else haven't had enough power for long enough. 
 
In summary, I would say that the question of whether to use this new
technology is really an ancient one. And the answer, in some ways hard, in
some ways easy, is the same ancient answer. It isn't the power, it is the
Spirit.
 
Sorry for the long post. Got carried away.",sci.med
"The O's just lost to the Rangers a few minutes ago I was not too happy about
the pitching of Rick Sutcliffe (6 runs in 6 innings, 5 in the 3?) This puts
me in remembering the 1990 O's season. After '89 we didn't do much over
winter and we wound up in 5th. Now I know that Mussina, McDonald, and Rhodes
are better pitching prospects than Ballard and Milacki but are any other
Oriole fans scared out there?

Admiral Steve C. Liu",rec.sport.baseball
,rec.sport.baseball
"

What does ""DC"" stand for?  Couldn't be an antichiropractic posting
from a chiropractor, could it?  My curiosity is piqued.

Prostate CA is an especially troublesome entity for chiropractors.
It so typically causes bone pain due to spinal metastases that it
gets manipulated frequently.  Manipulating a cancer riddled bone
is highly dangerous, since it can then fracture.  I've seen at
least three cases where this happened with resulting neurologic
damage, including paraplegia.  This is one instance where knowing
how to read x-rays can really help a chiropractor stay out of trouble.
DO chiropractors know what bony mets from prostate look like?


-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"
Candida albicans can cause severe life-threatening infections, usually
in people who are otherwise quite ill.  This is not, however, the sort
of illness that you are probably discussing.

""Systemic yeast syndrome"" where the body is allergic to
yeast is considered a quack diagnosis by mainstream medicine.  There
is a book ""The Yeast Connection"" which talks about this ""illness"".

There is no convincing evidence that such a disease exists.",sci.med
"Add Mike Trombley in there somewhere, since they need five people.  Mark
Guthrie will remain in the bullpen as the long lefty.

Pags and Terry Jorgenson will platoon at third, with Reboulet as the
backup infielder.  Pags looked pretty miserable yesterday for a guy who
lead the league in DA in 1991, muffing what should be routine grounders
(heck, muffing a grounder *I* would probably have gotten to).  Jorgenson
did nothing exceptional that I noticed.  Leius missed a ball I *think*
Gagne would have reached; we will certainly miss Gag's glove this season.

He looked pretty good there.  Contrary to what the mediots have been saying,
he looked reasonable at first.  He isn't mid-80s Hrbek, but then neither is
the Pretty Big Guy himself any more (note:  I'm used to seeing the Twins
1B looking kinda big on the field, but not that big!).  If he hits vaguely
like last year, he's a perfectly good first baseman.

Note:  Much of this posting is from personal observation yesterday in a game
where the regulars were mostly pulled after several innings.  Winfield may
have big holes in his defensive game that didn't show up (he didn't have to
pick any bad throws, for example), but I'll take what I saw so far.",rec.sport.baseball
"


Not if you've scored four runs, you don't!  Why strain even the best pitching
staff?  Why not make it easier for them?  

In the 2-1 game, the best pitching staff in the world can't compensate
for a blown call, a bad hop, a gust of wind.  Winning close is the 
wrong way to win; both keeping opposing runs down AND scoring a lot 
yourself are insurance against the ""Shit happens"" aspect of baseball.

Not every great teamhas even *good* pitching.  The Big Red Machine of
the 70's was league-average in pitching.  But somehow, Rose-Morgan-Bench-
Perez-etc. managed to win 100 games more than once, peaking at 108.",rec.sport.baseball
"I am very interested in investigations of starvation for improving health.
I am the young Russian reseacher  and have highest medical education
 and expierence in reseach work in biological field and would like
 to work on this problem.
Can anybody send me the adresses of the hospitals or Medical Centers where  
scientific problems of human starvation for the health are investigated?  
Also I would like to set scientific contacts with colleagues who
deals with investigations in this field.
I would be very appreciated anyone reply me. 

Pls, contact by post: 142292, Russia, 
                        Moscow Region,
                        Puschino,
                        P.O. box 46, 
                        for Kravchenko N.      ;

       or by e-mail: kutuzova@venus.iteb.serpukhov.su",sci.med
"for SRC

In most languages, the Feast of the Resurrection of Our Lord is
known as the PASCH, or PASQUE, or some variation thereof, a word
which comes from the Hebrew PESACH, meaning ""Passover."" In English,
German, and a few related languages, however, it is known as EASTER,
or some variation thereof, and questions have been asked about the
origin of this term.

One explanation is that given by the Venerable Bede in his DE
RATIONE TEMPORUM 1:5, where he derives the word from the name of an
Anglo-Saxon goddess of Spring called EASTRE. Bede is a great
scholar, and it is natural to take his word for it. But he lived
673-735, and Augustine began preaching in Kent in 597. The use of
the word EASTER to describe the Feast would have been well
established before the birth of Bede and probably before the birth
of anyone he might have discussed the subject with. It seems likely
that his derivation is just a guess, based on his awareness that
there had been an Anglo-Saxon goddess of Spring bearing that name,
and the resemblance of the words. Thus, if the said resemblance
(surely it is not surprising that a personification of Spring should
have a name similar to the word for Dawn) is not in istelf
convincing, the testimony (or rather the conjecture) by Bede does
not make it more so.

Assuming that Bede was right, that would not justify saying that the
Christian celebration (which, after all, had been going on for some
centuries before the name EASTER was applied to it) has pagan roots.
It would simply mean that the Anglo-Saxons, upon becoming Christians
and beginning to celebrate the Resurrection by a festival every
spring, called it by the name that to them meant simply ""Spring
Festival.""

However, Bede's is not the only theory that has been proposed.  J
Knoblech, in ""Die Sprach,"" ZEITSCHRIFT FUER SPRACHWISSENSCHAFT 5
(Vienna, 1959) 27-45, offers the following derivation:

Among Latin-speaking Christians, the week beginning with the Feast
of the Resurrection was known as ""hebdomada alba"" (white week),
since the newly-baptized Christians were accustomed to wear their
white baptismal robes throughout that week. Sometimes the week was
referred to simply as ""albae."" Translaters rendering this into
German mistook it for the plural of ""alba,"" meaning ""dawn."" They
accordingly rendered it as EOSTARUM, which is Old High German for
""dawn."" This gave rise to the form EASTER in English.

 Yours,
 James Kiefer
",soc.religion.christian
"Jesus isn't God ? When Jesus returns some people may miss Him ?  What version of
the Bible do you read Mike ?

Jesus is God incarnate (in flesh) . Jesus said, 'I and the Father are one.' 
Jesus was taken up to heaven after His 40 day post-resurrection stint and the
angels who were there assured the apostles that Jesus would return the same way
and that everyone will see the coming. That's why Jesus warned that many would
come claiming to be Him but that we would know when Jesus actually returns. 

These are two very large parts of my faith and you definitely hit a nerve :-)",soc.religion.christian
"Hi Damon,  No matter what system or explanation of creation you wish
to accept, you always have to start with one of two premises, creation
from nothing, or creation from something.  There are no other
alternatives.  And if we accept one or the other of those two
premises, then again there are two alternatives, either creation was
random, or was according to some plan.
   If it was random, I am unable to accept that the complex nature of
our world with interrelated interdependent organisms and creatures
could exist as they do.  Therefore I am left with creation under the
control of an intelligence capable of devising such a scheme.  I call
that intelligence God.
   I also prefer the ""Creatio ex nihilo"" rather than from chaos, as it
is cleaner.
   There is obviously no way to prove either or neither.  We are and
we must have come from somewhere.  Choose whatever explanation you
feel most comfortable with, Damon.  You are the one who has to live
with your choice.
Shalom,                                  Len Howard
",soc.religion.christian
"
Probably because most of them come packaged with some absurd theory
behind them.  E.G. homoeopathy: like cures like.  The more you dilute
things, the more powerful they get, even if you dilute them so much
there is no ingredient but water left.  Chiropractic: all illness
stems from compressions of nerves by misaligned vertebrae.  Such
systems are so patently absurd, that any good they do is accidental
and not related to the theory.  The only exception is probably herbalism,
because scientists recognize the potent drugs that derive from plants
and are always interested in seeing if they can find new plants
that have active and useful substances.  But that isn't what 
is meant by alternative medicine, usually.  If you get into the Qi,
accupuntunce charts, etc, you are now back to silly theories that
probably have nothing to do with why accupuncture works in some cases.

Perhaps another reason they are reluctant is the Rhine experience.
Rhine was a scientist who wanted to investigate the paranormal
and his lab was filled with so much chacanery and fakery that 
people don't want to be associated with that sort of thing.  
-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"
Whatever you say.  I think it's just 12 games into the season myself, so
I'm going to wait a bit before calling names.


I expect that Dave Otto will be a really bad pitcher, and I have no
idea why Simmons ever wanted him.  On the other hand, I expect him to
release Otto if he doesn't turn things around pretty fast.  (BTW,
Otto's game score for that 0 IP stinker was only 22, which points out
a problem with the method since Otto's performance was infinitely bad,
and excruciatingly prolonged.)


I think Merced's rookie year was a bit flukey, but aren't you willing to
give him some more at bats (and Tomlin a few more starts) before acting
so gloomy?


No he didn't.  Walk is a time bomb.  He has no stuff whatsoever, and when
the league finally realizes this, it won't be pretty at all.


Don't be so fast.  Doughty is the guy who signed Steve Buechele, which
was a move that threatened to bury Kevin Young in the minors.
Meanwhile, I'm not sure whether Doughty or Simmons signed Martin as a
six-year free agent before the 1992 season.


Twice through the rotation, and you've given up?  Yikes.


But so has his age, at least in baseball terms.  The useful half-life
of a 34- year-old injury-prone catcher can't be much longer than a year.


But he wanted to be a Dodger, and felt he had something to prove after his
disastrous 1992.  I don't think there was any chance for the Bucs to sign
him.


He certainly wasn't last year.


Hey, that's the ""Skates Smith"" package deal.  Anybody who acquires
Lonnie for his defense or base-running (particularly at this stage) is
a real weirdo.


If that's the goal of the team ownership, than I don't see why Sauer
gets a zero for making his boss happy.  I don't know what he has or
hasn't said about revenue sharing, so I can't comment there.


It's annoying, but since Leyland seems to have been pushing for them
to retain Jeff King, it was probably unavoidable.  Meanwhile, I think
bigger accomplishments of Simmons' tenure were getting some value for
John Smiley, not trading real prospects for veterans down the stretch
last year, drafting well in 1992, letting the rookies show something
in 1993.  Foley, Smith, and Candelaria were acquired to be replacement
parts, which means that even if fail it hasn't done serious damage to
the Bucs' future.


Does this mean that the Bucs lost the initial arbitration case?  I
never heard the outcome of this.  When will the final verdict be in on
this?


I'm not sure who was the idiot in this case, so I don't know who to
blame.  It might have been Doug Danforth, after all.  In fact, I
*seriously* suspect it was Doug Danforth, who has shown his
willingness to call the shots at exactly those moments when the gun is
pointed at his feet.

(btw--I've wondered whether my latest posts have been getting
off-site, so if somebody known to impersonate e.e. cummings can see
this, would he drop me a short note?)",rec.sport.baseball
"It would be nice to think that individuals can somehow 'beat the system'
and like a space explorer, boldly go where no man has gone before and
return with a prize cure. Unfortunately, too often the prize is limited
and the efficacy of the 'cure' questionable when applied to all
sufferers.

This applies to both medical researchers and non-medical individuals.
Just because it appears in an obscure journal and may be of some use
does not make the next cure-all. What about the dozens of individuals
who have courageously participated in clinical trials? Did they have any
guarentee of cures? Are they any less because they didn't trumpet their
story all over the world?

As a parting note, wasn't there some studies done on Gingko seeds for
Meniere's? (To the original poster : what about trying for a trial of
that? It's probably not a final answer but it certainly may alleviate
some of the discomfort. And you'd be helping answer the question for
future sufferers.)",sci.med
"


	NPR's Morning Edition aired a report this morning (4/19) on
	Hispanic/Latin American players in MLB and how they have many of
	the same problems faced by black/negro/African American players
	when they first entered the league.  However, although baseball
	has adjusted to the presence of black players, many Hispanic
	players still labor under the stereotype of being ""fireballs,
	hot blooded, flashy"".  The report also emphasised that despite
	the rantings (my word) of Jessie Jackson about baseballs
	discrimination against black players in its upper echelons,
	baseball has actually done much better by black players than
	Hispanic players.

	Another interesting point was the language barrier problem.  The
	reporter elaborated on an interview with Ruben Sierra which he
	gave in Spanish to a Spanish speaking newspaper reporter with
	the fact that there are maybe 2 major baseball writers that
	speak Spanish, despite the fact that Spanish is one of (if not
	the) easiest languages to learn, so easy that the author Cormac
	McCarthy learned Spanish at age 50 in order to research his
	book, _All The Pretty Horses_.  Yet, few MLB organizations
	employ Spanish speaking personel, one of the exceptions being
	the Oakland A's.

	Another point:

	Nearly 90% of Latin American players have some African blood.
	Yet, most report that they'd never really felt black until
	playing ball in the US.

  
	Ironically enough, it is the early presence of Latin American
	baseball players in the Major Leagues that support the idea that
	baseball was integrated before the arrival of Jackie Robinson,
	as many ""light black"" or ""brown"", Latin Americans were
	incorporated into baseball. 

	/S",rec.sport.baseball
"




We have no way of knowing because we cannot separate Morris' contribu-
tion  from the rest of the team's.  There is only one way of determin-
ing ""best"" in baseball.  And that is by looking at the  scoreboard  at
the  end  of  the game.  Each game determines which *team* is the best
that day.  At the end of the season, the team that was  the  best  the
most  often  is  the best in the division.  The playoffs determine the
best of the best.  But the point is that the only decision making pro-
cess  used to determine the ""best"" is the score of the game and it re-
lates to the *teams*.  Not the individual players.  There is no method
inherent  in  baseball of comparing individual performances.  And that
is how it should be, because, after all, baseball is a team game.

To say that one player is better than another is to be able to say ab-
solutely  that  player A's team would have played better with player B
in their lineup.  Sheer speculation.  Impossible to ascertain.

If you want to select a group of statistics and claim that Clemens has
done  better  with those statistics as a criteria, then fine.  But you
have  to  be  able  to  prove  that  those  statistics   measure   the
individual's  contribution  to  winning  the WS - because  that is the
only measure of ""best"" that has any meaning in the  context  of  base-
ball.   So  until you can prove that Clemens contributes to a WS cham-
pionship more than Morris your evaluation of  Clemens is totally  sub-
jective  and  is  mere opinion.  I have yet to see that any of you can
predict a WS winner with any greater accuracy than Jeanne Dixon.


Exactly.  The Jays won with Morris pitching.   And  Boston  wins  with
Clemens pitching.  I am not saying that Morris is better than Clemens.
I am saying that individual comparisons between  players  are  totally
meaningless  and  that anyone claiming that Clemens is better based on
his ERA has missed the point of what baseball is all about.


You don't have to be rude.


For you to say that means that you have either missed the entire point
of  my  argument, or you yourself have committed a fallacy - Ignoratio
Elenchi.  I am not saying that Morris is better than Clemens   because
he   has  more   rings   (although  I  have,  tongue in cheek, claimed
that in the past).  I am saying that it is impossible to  isolate   an
individual's  performance   from that of his team's for the purpose of
comparing that individual's performance with another individual's per-
formance.

The stats are a nice hobby and  that's  about  it.  There  is  no  new
knowledge being produced.  So when a poster claims that Morris is better
than Clemens because he has more rings, the poster is no more nor less 
incorrect than the rest of you baying hounds.

-- ",rec.sport.baseball
"I have been following this thread on talk.religion,
soc.religion.christian.bible-study and here with interest.  I am amazed at
the different non-biblical argument those who oppose the Sabbath present. 

One question comes to mind, especially since my last one was not answered
from Scripture.  Maybe clh may wish to provide the first response.

There is a lot of talk about the Sabbath of the TC being ceremonial. 
Answer this:

Since the TC commandments is one law with ten parts on what biblical
basis have you decided that only the Sabbath portion is ceremonial?
OR You say that the seventh-day is the Sabbath but not applicable to
Gentile Christians.  Does that mean the Sabbath commandment has been
annulled?  References please.

If God did not intend His requirements on the Jews to be applicable to
Gentile Christians why did He make it plain that the Gentiles were now
grafted into the commonwealth of Israel?

Darius",soc.religion.christian
"

	Strictly from memory, I think the Phillies were something like
	ten games up with 12 to go, lost 10 in a row, and 11 of last 12
	to lose to the Cardinals. Seems impossible, but thats how I
	remember it. I also felt at the time that Johnny Callison of
	the Phillies lost the MVP as a by-product of their swoon.


					jerry",rec.sport.baseball
"
I'm sure it is, and I am not amused.  Every time I read that part of the
TIFF spec, it infuriates me- and I'm none too happy about the
complexity of the spec anyway- because I think their ""arbitrary but
carefully chosen number"" is neither.  Additionally, I find their
choice of 4 bytes to begin a file with meaningless of themselves- why
not just use the letters ""TIFF""?

(And no, I don't think they should have bothered to support both word
orders either- and I've found that many TIFF readers actually
don't.)",comp.graphics
"

I agree, although I would have no idea how to go about doing it. But
you've got my vote.


--I'm outta here like Vladimir
--Alan",rec.sport.baseball
"
Yes, he was.  He also played Jesus in ""Jesus Christ Superstar"" before 
he became a Christian.  He played in Black Sabbath right after he first 
got saved, but then left it.",soc.religion.christian
"To everyone who wants fonts in Vivid/POV/Polyray.
The Borland BGI font converter is VVFONT18.ZIP.
This program can be found on FTP.INFORMATIK.UNI-OLDENBURG.DE directory
pub/dkbtrace/utils.
Also WUARCHIVE has mirrored this site (directory graphics/graphics/mirrors/
ftp.informatik.uni-oldenburg.de/pub/dkbtrace/utils.
There are more nice utilities present in this directory.
A new version of Polyray 1.6 (for those asked for it) can be found on the 
same sites but in the directory INCOMING instead of UTILS (PLY16386).
Also in this directory POVSHELL and PV3DV060 could be found.
Have a nive raytrace time.
Peter",comp.graphics
"
Excellent point.  I hope to God that Ted Simmons doesn't get the weird
idea of trading for the guy.  And if he does, he had better not
include Jeff King in the deal.  Oh God--what if he traded Zane Smith
and Jeff King for Vaughn and Greg Blosser?  It would be worse than The
Nichols Curse!

Hmm, I guess that doesn't sound sincere enough.  Oh well, at least I
tried...",rec.sport.baseball
"Hi, 

	Is anyone into medical imaging?  I have a good ray tracing background,
and I'm interested in that field.  Could you point me to some sources?  Or
better yet, if you have any experience, do you want to talk about what's
going on or what you're working on?",comp.graphics
"I'm looking for software (hopefully free and runs on Unix box) which will
keep track of statistics for my company softball team (batting avg. etc.).

If you know of any please post or respond to me by e-mail. Many thanks.
",rec.sport.baseball
"Dr. willian Horatio Bates born 1860 and graduated from med school
1885.  Medical career hampered by spells of total amnesia.  Published in
1920, his great work ""The Cure of Imperfect Eyesight by Treatment With-
out Glasses"", He made claims about how the eye actually works that are
simply NOT TRUE.  Aldous Huxley was one of the more ""high profile""
beleivers in his system.  Mr. Huxley while giving a lecture on Bates system
forgot the lecture that he was supposedely reading and had to put the
paper right up to his eyes and then resorted to a magnifying glass from
his pocket.  book have been written debunking this technique, however
they remain less read than the original fraud.  cheers",sci.med
"
I disagree with your claim that Jews were not evangelistic (except in
the narrow sense of the word).  Jewish proselytism was widespread.
There are numerous accounts of Jewish proselytism, both in the New
Testament and in Roman and Greek documents of the day.",soc.religion.christian
"
Good heavens, you mean my good friend Wes Collins, who took his wife and two 
small children into the jungles of Guatemala, despite dangers from primitive 
conditions and armed guerillas, so that the indigenous people groups their 
could have the Bible in their native languages--the young man who led Bible 
studies in our church, who daily demonstrated and declared his deep abiding 
faith in the Lord of Love--you mean he really was a sneaky imperialistic *SPY* 
whose _real_ reason for going was to exploit and oppress the ignorant and 
unsuspecting masses?  Imagine my surprise!  I never would have thought it of 
him.

How was this terrible deceit discovered?  What exactly was the ""cultural 
interference"" they were caught committing?  Attempting to persuade the locals 
that their ancestral gods were false gods, and their sacrifices (including 
human sacrifices in some cases) were vain?  Destroying traditional lifestyles 
by introducing steel tools, medical vaccines, and durable clothes?  Oh and by 
the way, who did the denouncing?

I am terribly shocked to hear that my friend Wes, who seemed so nice, was 
really such a deceitful tool of the devil.  Please provide me with specific 
documentation on this charge.  There is some risk that I may not believe it 
otherwise.",soc.religion.christian
"
This is a ridiculous argument for being a Christian.  So then, you might 
consider switching from Christianity to another religion if you were 
offered an even more frightening description of another hell?  How many
Christians do think there are who view it strictly as an insurance policy?
Not many I know; they believe in a message of love and compassion for 
others.  A faith based on fear of hell sounds like a dysfunctional 
relationship with God.  Like a child who cringes in fear of a parent's
physical violence.  

Many religions have concrete views of heaven and hell, with various
threats and persuasions regarding who will go where.  Competition over
who can envison the worst hell can hardly nurture the idea of loving
your neighbor as yourself.

",soc.religion.christian
