bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
t,b,2.621740246,f,s,p,f,w,b,c,g,f,v,o,13.96964264,p,h,w,w,2.439046907,b,t,f,f,w,p
t,e,6.735205706,f,f,e,f,w,b,c,d,n,v,o,12.35001853,p,k,g,w,24.84733867,b,t,s,s,w,p
f,y,10.8742117,x,y,p,f,g,b,c,p,f,v,o,4.552090504,l,h,p,n,25.29088358,b,e,k,k,w,p
f,g,1.451399332,x,y,p,f,p,b,c,d,f,y,o,5.675354742,l,h,p,n,9.824964586,b,e,k,k,w,p
f,g,7.071728015,f,y,p,f,g,b,c,g,f,v,o,13.06442453,l,h,n,b,16.31088737,b,e,k,k,w,p
t,g,2.159369145,f,f,e,f,u,b,c,d,n,v,o,9.4609184,p,k,p,w,18.91990108,b,t,s,s,w,p
f,y,10.09048226,x,y,p,f,p,b,c,d,f,y,o,1.991699047,l,h,b,p,8.562606943,b,e,k,k,w,p
f,y,3.974174129,x,y,p,f,p,b,c,p,f,v,o,2.592288644,l,h,p,b,8.081505844,b,e,k,k,w,p
f,y,9.883272528,f,f,p,f,p,b,c,p,f,y,o,13.72672828,l,h,n,p,20.32747284,b,e,k,k,w,p
f,y,11.14945187,x,f,p,f,h,b,c,p,f,v,o,4.346489495,l,h,b,p,13.08260142,b,e,k,k,w,p
f,y,1.838962775,x,f,p,f,h,b,c,d,f,y,o,10.40913176,l,h,b,b,17.64271967,b,e,k,k,w,p
f,g,13.19013597,x,y,p,f,h,b,c,g,f,v,o,2.393767623,l,h,n,p,8.465248745,b,e,k,k,w,p
t,w,10.96942969,f,s,p,f,w,b,c,u,f,s,o,10.41398642,p,h,w,w,17.77361443,b,t,s,f,w,p
f,g,2.466607358,x,y,p,f,p,b,c,d,f,v,o,11.07705631,l,h,p,n,12.54125913,b,e,k,k,w,p
f,y,3.793594687,x,f,p,f,g,b,c,g,f,v,o,14.17694808,l,h,b,n,15.58911424,b,e,k,k,w,p
f,g,5.078760359,f,y,p,f,g,b,c,p,f,y,o,13.26023622,l,h,p,p,22.5405657,b,e,k,k,w,p
f,g,7.486623124,x,y,p,f,p,b,c,p,f,v,o,4.833279216,l,h,p,p,12.69258745,b,e,k,k,w,p
f,y,3.473470672,x,f,p,f,p,b,c,d,f,v,o,5.628506493,l,h,n,b,7.602533431,b,e,k,k,w,p
f,u,11.50643809,f,y,e,f,h,n,c,d,n,v,o,12.04574121,f,h,w,w,6.317335719,,e,s,f,w,p
f,y,4.261556129,f,f,p,f,h,b,c,d,f,y,o,7.71784619,l,h,b,b,12.24072317,b,e,k,k,w,p
f,g,12.27757123,f,y,p,f,p,b,c,g,f,v,o,7.977006599,l,h,b,b,9.379759024,b,e,k,k,w,p
f,y,5.470206465,x,y,p,f,h,b,c,g,f,y,o,6.995612769,l,h,b,p,4.290454729,b,e,k,k,w,p
f,g,6.913217696,f,f,p,f,g,b,c,g,f,y,o,7.113655114,l,h,b,n,4.581891874,b,e,k,k,w,p
t,n,11.89289522,f,y,e,f,n,b,c,d,n,y,o,6.703995364,p,n,p,p,4.715065488,b,t,s,s,w,p
f,y,2.357561419,x,f,p,f,h,b,c,p,f,v,o,11.64803773,l,h,p,n,19.70322509,b,e,k,k,w,p
f,g,6.977337771,f,f,p,f,h,b,c,d,f,y,o,8.830980691,l,h,n,p,6.52188914,b,e,k,k,w,p
f,g,4.830999118,x,y,p,f,h,b,c,p,f,y,o,4.137018484,l,h,n,b,2.548570646,b,e,k,k,w,p
f,y,1.219287949,f,f,p,f,p,b,c,g,f,y,o,11.26629141,l,h,n,n,2.978912847,b,e,k,k,w,p
f,y,4.442073536,x,f,p,f,h,b,c,d,f,v,o,14.47283743,l,h,b,b,16.57193045,b,e,k,k,w,p
f,y,2.472094198,x,y,p,f,g,b,c,p,f,v,o,7.326717008,l,h,b,n,12.01626796,b,e,k,k,w,p
f,y,3.576665378,x,f,p,f,g,b,c,p,f,v,o,6.790240997,l,h,b,n,14.75041582,b,e,k,k,w,p
f,g,5.105363468,f,y,p,f,g,b,c,g,f,v,o,6.09981513,l,h,n,p,14.76512113,b,e,k,k,w,p
t,w,6.848298561,x,s,p,f,h,b,c,u,f,s,o,13.24129917,p,h,w,w,7.2430543,b,t,f,f,w,p
t,e,3.701112994,f,y,e,f,w,b,c,w,n,c,t,3.730938286,e,w,w,w,14.03935258,,e,s,s,w,p
f,u,5.491143634,x,y,e,f,w,n,c,d,n,y,o,11.06156453,f,h,w,w,23.22445512,,e,s,f,w,p
f,y,1.519476649,x,y,p,f,p,b,c,g,f,v,o,11.39185892,l,h,b,n,22.1859106,b,e,k,k,w,p
f,g,6.680687852,x,y,p,f,p,b,c,d,f,y,o,12.19602013,l,h,n,p,4.135806746,b,e,k,k,w,p
f,y,7.012907427,x,f,p,f,p,b,c,p,f,y,o,1.792909586,l,h,p,p,8.20940712,b,e,k,k,w,p
f,g,9.463055976,f,f,p,f,h,b,c,d,f,y,o,12.6544224,l,h,p,n,3.189459336,b,e,k,k,w,p
f,g,3.471300034,x,y,p,f,g,b,c,p,f,y,o,13.97809916,l,h,p,b,23.92857995,b,e,k,k,w,p
f,g,4.415539396,f,f,p,f,h,b,c,g,f,y,o,11.80473392,l,h,b,n,16.55040892,b,e,k,k,w,p
f,y,6.542365353,f,f,p,f,p,b,c,g,f,y,o,4.831880623,l,h,p,n,19.30486367,b,e,k,k,w,p
f,g,11.50641676,x,y,p,f,h,b,c,p,f,y,o,14.34508251,l,h,p,p,2.612156391,b,e,k,k,w,p
f,g,7.628674766,f,y,p,f,g,b,c,p,f,y,o,4.858488253,l,h,n,b,3.602256982,b,e,k,k,w,p
t,p,2.129336619,f,s,e,f,w,b,c,w,n,c,t,10.96753623,e,w,w,e,24.04197762,,e,s,s,w,p
f,g,5.324870817,f,f,p,f,h,b,c,p,f,y,o,9.469596144,l,h,p,n,11.86755471,b,e,k,k,w,p
f,y,9.028310792,x,y,p,f,g,b,c,p,f,y,o,4.876333244,l,h,b,p,13.2164328,b,e,k,k,w,p
f,g,9.844131127,x,y,p,f,g,b,c,p,f,y,o,6.819817732,l,h,n,b,2.748458991,b,e,k,k,w,p
f,y,7.402889796,f,f,p,f,g,b,c,g,f,v,o,2.077914195,l,h,b,n,16.2008571,b,e,k,k,w,p
f,y,4.576096226,x,f,p,f,p,b,c,d,f,y,o,10.49864188,l,h,p,n,22.71195521,b,e,k,k,w,p
f,g,3.942217522,f,y,p,f,g,b,c,d,f,y,o,9.418092204,l,h,n,b,18.30781687,b,e,k,k,w,p
f,y,4.425857685,f,y,p,f,g,b,c,p,f,y,o,13.57615178,l,h,n,p,5.19667188,b,e,k,k,w,p
f,g,4.713094466,x,y,p,f,p,b,c,g,f,y,o,4.984341905,l,h,b,p,22.77327135,b,e,k,k,w,p
f,g,5.614386114,x,y,p,f,g,b,c,d,f,y,o,9.083255064,l,h,b,n,6.607695013,b,e,k,k,w,p
f,y,8.629128799,f,f,p,f,g,b,c,p,f,y,o,10.57062617,l,h,n,p,22.28094978,b,e,k,k,w,p
f,g,5.944326117,f,f,p,f,p,b,c,d,f,y,o,7.442253978,l,h,b,n,15.1251497,b,e,k,k,w,p
f,g,2.998827316,x,y,p,f,h,b,c,p,f,y,o,13.87906615,l,h,b,n,12.68448144,b,e,k,k,w,p
f,y,10.21348409,f,f,p,f,p,b,c,p,f,v,o,14.49344351,l,h,p,p,3.22660656,b,e,k,k,w,p
f,g,9.146915325,f,y,p,f,h,b,c,d,f,v,o,4.657561917,l,h,n,p,6.217101484,b,e,k,k,w,p
f,g,10.18958421,x,y,p,f,p,b,c,g,f,y,o,4.92598665,l,h,n,p,19.65606055,b,e,k,k,w,p
f,g,10.0964446,f,f,p,f,h,b,c,d,f,v,o,13.64440326,l,h,b,b,17.6222575,b,e,k,k,w,p
f,g,8.545927402,x,y,p,f,h,b,c,g,f,y,o,5.031494835,l,h,n,p,10.20666964,b,e,k,k,w,p
f,g,8.796239853,f,f,p,f,p,b,c,d,f,v,o,4.015650063,l,h,p,n,21.50777258,b,e,k,k,w,p
f,y,10.98176574,x,y,p,f,g,b,c,p,f,y,o,2.212623162,l,h,b,b,15.7922174,b,e,k,k,w,p
f,y,9.043279183,x,f,p,f,p,b,c,g,f,y,o,4.1292143,l,h,p,p,21.95859384,b,e,k,k,w,p
f,g,8.402653021,x,y,p,f,h,b,c,p,f,v,o,6.826016036,l,h,b,p,19.96477721,b,e,k,k,w,p
f,y,1.277812505,f,f,p,f,h,b,c,p,f,v,o,6.690302173,l,h,n,p,25.26053029,b,e,k,k,w,p
t,n,2.825214755,f,y,e,f,n,b,c,d,n,y,o,2.597427267,p,n,w,g,16.02850518,b,t,s,s,w,p
f,g,4.691655949,f,f,p,f,h,b,c,d,f,y,o,14.76795887,l,h,p,b,12.6724233,b,e,k,k,w,p
f,y,11.85992135,x,y,p,f,h,b,c,p,f,y,o,12.22873183,l,h,n,n,16.49156232,b,e,k,k,w,p
t,g,12.7693855,x,s,p,f,h,b,c,g,f,s,o,8.79481319,p,h,w,w,21.77711634,b,t,f,f,w,p
f,y,5.951939508,f,y,p,f,h,b,c,p,f,v,o,8.795578466,l,h,n,n,23.52718149,b,e,k,k,w,p
f,y,9.40431296,x,y,p,f,p,b,c,p,f,v,o,4.499354144,l,h,n,p,12.97598283,b,e,k,k,w,p
f,w,8.417427349,x,f,p,f,g,n,c,d,c,s,o,12.66431361,p,k,w,w,23.02829157,b,e,s,s,w,p
f,y,9.781502791,x,f,p,f,g,b,c,d,f,y,o,4.764810045,l,h,n,p,2.313104156,b,e,k,k,w,p
t,b,12.23870031,f,s,p,f,h,b,c,u,f,s,o,7.814519895,p,h,w,w,24.24749384,b,t,f,s,w,p
f,y,7.07188668,x,y,p,f,h,b,c,g,f,y,o,9.417294013,l,h,p,b,11.3374453,b,e,k,k,w,p
f,g,13.15476933,x,y,p,f,h,b,c,d,f,y,o,6.149794716,l,h,n,p,10.77954282,b,e,k,k,w,p
f,y,6.836606067,f,f,p,f,g,b,c,g,f,y,o,7.419490562,l,h,b,b,5.917941601,b,e,k,k,w,p
t,p,7.374351435,f,s,p,f,w,b,c,g,n,v,t,11.23572047,p,r,w,w,2.765198878,b,e,s,s,w,p
t,b,3.237321675,f,s,p,f,p,b,c,u,f,v,o,13.78319693,p,h,w,w,8.27788069,b,t,f,f,w,p
f,g,4.132954287,x,y,p,f,g,b,c,g,f,v,o,4.472543638,l,h,b,b,12.74766724,b,e,k,k,w,p
f,g,13.02559212,x,y,p,f,h,b,c,g,f,y,o,6.680372419,l,h,p,b,17.98845964,b,e,k,k,w,p
f,g,10.51574693,x,y,p,f,p,b,c,g,f,v,o,12.02274263,l,h,b,p,11.23101989,b,e,k,k,w,p
f,g,4.612157647,f,f,p,f,g,b,c,p,f,y,o,9.165002913,l,h,p,n,7.945028716,b,e,k,k,w,p
f,g,10.06440069,f,f,p,f,g,b,c,p,f,v,o,9.404649333,l,h,p,p,6.726451657,b,e,k,k,w,p
f,y,11.36797133,x,f,p,f,h,b,c,p,f,y,o,6.083331727,l,h,p,p,22.80403752,b,e,k,k,w,p
f,y,5.72315956,f,f,p,f,h,b,c,p,f,v,o,8.600621186,l,h,p,n,16.90571345,b,e,k,k,w,p
f,u,6.469104199,f,y,e,f,u,n,c,d,n,v,o,7.666940522,f,h,w,w,13.33735818,,e,s,f,w,p
f,y,3.519360257,x,f,p,f,g,b,c,g,f,y,o,10.41688619,l,h,b,b,9.386568927,b,e,k,k,w,p
t,e,10.25489717,f,f,e,f,w,b,c,d,n,v,o,2.286290076,p,n,g,w,8.44809696,b,t,s,s,w,p
f,y,2.638311319,f,f,p,f,g,b,c,g,f,y,o,1.455078024,l,h,n,p,2.472314109,b,e,k,k,w,p
f,y,10.15274889,x,f,p,f,g,b,c,g,f,v,o,4.5906913,l,h,p,p,14.97667764,b,e,k,k,w,p
f,n,3.92842447,x,y,p,f,b,n,c,l,f,v,o,11.10370294,e,w,p,p,23.65730264,,t,k,s,w,p
f,g,5.736791305,x,y,p,f,g,b,c,g,f,y,o,13.99925011,l,h,b,b,17.28219018,b,e,k,k,w,p
f,y,12.8438573,x,f,p,f,p,b,c,d,f,y,o,3.639327213,l,h,b,p,20.90582782,b,e,k,k,w,p
f,g,9.057525963,f,f,p,f,p,b,c,g,f,y,o,14.70429056,l,h,p,p,17.12778142,b,e,k,k,w,p
f,g,4.099770186,x,y,p,f,g,b,c,p,f,v,o,3.1495793,l,h,b,b,15.5139996,b,e,k,k,w,p
f,g,2.313345538,x,y,p,f,h,b,c,g,f,y,o,6.047456381,l,h,b,b,14.70021864,b,e,k,k,w,p
f,y,10.00659741,x,f,p,f,h,b,c,d,f,y,o,12.77117239,l,h,b,p,15.48009711,b,e,k,k,w,p
f,y,10.45375112,f,f,p,f,h,b,c,g,f,y,o,6.245465643,l,h,n,n,20.13635244,b,e,k,k,w,p
f,g,4.242486803,f,y,p,f,g,b,c,p,f,v,o,9.440326888,l,h,n,p,17.08509381,b,e,k,k,w,p
f,g,4.188253622,f,y,p,f,h,b,c,g,f,y,o,6.747728814,l,h,p,b,16.79398514,b,e,k,k,w,p
t,n,3.426902828,f,y,e,f,n,b,c,d,n,y,o,11.4422965,p,n,p,w,11.15747478,b,t,s,s,w,p
f,y,3.048596168,x,y,p,f,g,b,c,g,f,v,o,5.247524711,l,h,n,p,9.254482042,b,e,k,k,w,p
t,e,12.17072706,f,f,e,f,w,b,c,d,n,y,o,2.123834531,p,k,w,w,23.57774706,b,t,s,s,w,p
f,y,7.012701556,x,f,p,f,h,b,c,d,f,y,o,8.270281803,l,h,b,n,4.236439812,b,e,k,k,w,p
f,g,3.396664585,x,y,p,f,h,b,c,p,f,y,o,10.48309092,l,h,p,b,15.42777952,b,e,k,k,w,p
f,g,6.694130239,f,y,p,f,h,b,c,p,f,y,o,13.472561,l,h,p,n,6.834185962,b,e,k,k,w,p
f,y,1.617640233,x,f,p,f,p,b,c,p,f,y,o,2.014328009,l,h,p,b,13.87352338,b,e,k,k,w,p
f,g,12.71024057,f,f,p,f,h,b,c,d,f,v,o,10.41517838,l,h,n,b,5.594928847,b,e,k,k,w,p
f,g,4.903726007,f,f,p,f,p,b,c,d,f,v,o,4.288996526,l,h,p,b,22.24923421,b,e,k,k,w,p
f,g,3.269549607,f,y,p,f,p,b,c,p,f,y,o,9.736433269,l,h,n,b,6.452932839,b,e,k,k,w,p
f,g,12.27851657,f,y,p,f,g,b,c,g,f,y,o,13.51032609,l,h,p,n,6.011687925,b,e,k,k,w,p
f,y,7.201697681,x,f,p,f,g,b,c,d,f,v,o,10.69258992,l,h,b,p,13.22097079,b,e,k,k,w,p
f,y,6.340959682,x,y,p,f,h,b,c,p,f,y,o,1.717580942,l,h,p,n,25.21122323,b,e,k,k,w,p
f,y,8.39448577,f,f,p,f,g,b,c,d,f,v,o,7.586124745,l,h,n,p,6.569275051,b,e,k,k,w,p
f,g,2.512794127,x,y,p,f,g,b,c,d,f,y,o,4.842035136,l,h,b,p,14.33510575,b,e,k,k,w,p
f,y,9.098645547,f,f,p,f,g,b,c,p,f,y,o,10.62384235,l,h,p,b,19.21342362,b,e,k,k,w,p
f,g,6.0478164,f,y,p,f,g,b,c,d,f,v,o,9.518590087,l,h,b,p,14.78179028,b,e,k,k,w,p
f,p,12.54621347,x,f,p,f,p,n,w,d,c,s,o,12.62510605,p,k,w,w,21.40967571,b,e,s,s,w,p
f,y,10.97166352,f,f,p,f,g,b,c,d,f,v,o,2.673019752,l,h,p,b,19.64500622,b,e,k,k,w,p
f,g,9.767450512,x,y,p,f,h,b,c,d,f,v,o,6.874098779,l,h,n,p,7.088051879,b,e,k,k,w,p
f,y,2.60329223,x,y,p,f,p,b,c,g,f,y,o,11.35381753,l,h,b,p,19.01432645,b,e,k,k,w,p
f,g,,x,y,p,f,h,b,c,d,f,v,o,12.25322004,l,h,p,b,15.80446153,b,e,k,k,w,p
f,y,4.434158698,f,y,p,f,h,b,c,p,f,v,o,5.469913968,l,h,n,b,18.35554283,b,e,k,k,w,p
f,g,2.793158854,x,y,p,f,g,b,c,p,f,y,o,10.78396001,l,h,b,p,22.2018337,b,e,k,k,w,p
f,y,12.96535219,x,f,p,f,g,b,c,d,f,v,o,13.44384465,l,h,p,n,7.140080319,b,e,k,k,w,p
f,g,7.437520603,f,y,p,f,g,b,c,d,f,v,o,3.266262835,l,h,b,b,3.870086636,b,e,k,k,w,p
f,g,10.61333392,f,y,p,f,p,b,c,g,f,v,o,12.94599122,l,h,p,b,21.29521567,b,e,k,k,w,p
f,y,9.834805498,x,y,p,f,p,b,c,d,f,y,o,13.05329719,l,h,p,n,10.69118879,b,e,k,k,w,p
f,y,6.355324157,f,f,p,f,h,b,c,d,f,y,o,8.90568898,l,h,p,b,14.38082464,b,e,k,k,w,p
f,g,4.236721752,x,y,p,f,g,b,c,d,f,v,o,3.201799173,l,h,p,n,9.808868715,b,e,k,k,w,p
f,y,9.878471487,x,y,p,f,p,b,c,d,f,y,o,1.621786706,l,h,b,b,11.26348173,b,e,k,k,w,p
f,g,8.866608402,x,y,p,f,g,b,c,d,f,v,o,4.875999924,l,h,b,p,4.655148268,b,e,k,k,w,p
f,g,3.944458533,x,y,p,f,g,b,c,g,f,y,o,12.73486797,l,h,b,p,24.05094295,b,e,k,k,w,p
f,y,6.374495722,x,f,p,f,g,b,c,g,f,v,o,8.839904538,l,h,n,b,16.28295333,b,e,k,k,w,p
f,g,5.70176518,x,y,p,f,p,b,c,d,f,y,o,1.608042997,l,h,n,b,3.232346882,b,e,k,k,w,p
f,g,2.893457864,f,f,p,f,g,b,c,p,f,y,o,3.378222911,l,h,p,b,12.27708274,b,e,k,k,w,p
f,g,12.70784414,f,f,p,f,p,b,c,g,f,v,o,4.450218602,l,h,b,b,24.10344475,b,e,k,k,w,p
f,g,2.19896378,x,y,p,f,h,b,c,p,f,v,o,13.13726778,l,h,n,n,11.41942044,b,e,k,k,w,p
f,y,2.846640531,x,f,p,f,h,b,c,d,f,v,o,14.41336805,l,h,n,p,19.95424162,b,e,k,k,w,p
f,g,2.030484093,x,y,p,f,g,b,c,d,f,y,o,6.34642067,l,h,p,n,15.14102693,b,e,k,k,w,p
f,g,4.924909212,f,f,p,f,p,b,c,p,f,v,o,8.318594296,l,h,n,b,6.599486482,b,e,k,k,w,p
f,y,11.64156973,x,y,p,f,h,b,c,p,f,v,o,9.149839132,l,h,n,p,9.524332269,b,e,k,k,w,p
f,y,9.766220772,x,f,p,f,h,b,c,d,f,v,o,11.91945583,l,h,p,n,4.135509892,b,e,k,k,w,p
f,g,4.136728485,f,y,p,f,p,b,c,d,f,y,o,14.84946873,l,h,n,n,18.73090049,b,e,k,k,w,p
f,g,5.912582744,f,f,p,f,p,b,c,p,f,v,o,6.817624238,l,h,b,p,8.475778285,b,e,k,k,w,p
t,p,7.425104357,x,s,e,f,e,b,c,w,n,c,t,13.72010106,e,w,w,w,9.449129554,,e,s,s,w,p
f,y,11.73590626,f,f,p,f,p,b,c,d,f,v,o,14.73828024,l,h,n,p,9.657661529,b,e,k,k,w,p
f,p,2.278087298,x,s,p,f,g,n,w,d,c,v,o,8.503672264,p,k,w,w,8.368919977,b,e,s,s,w,p
f,y,3.9819218,x,f,p,f,h,b,c,g,f,y,o,4.800742363,l,h,p,p,9.061453663,b,e,k,k,w,p
f,g,5.9165201,f,f,p,f,g,b,c,p,f,y,o,13.48221316,l,h,b,p,3.553014638,b,e,k,k,w,p
f,y,2.854423537,x,f,p,f,p,b,c,g,f,y,o,4.542895173,l,h,n,b,12.5307093,b,e,k,k,w,p
t,e,7.65234192,f,f,e,f,p,b,c,d,n,y,o,11.61415813,p,n,p,p,21.84514257,b,t,s,s,w,p
f,y,12.10805266,x,y,p,f,g,b,c,d,f,v,o,12.38427892,l,h,b,n,3.844820687,b,e,k,k,w,p
f,y,3.681211335,x,f,p,f,p,b,c,g,f,y,o,12.58039469,l,h,b,p,7.175129857,b,e,k,k,w,p
f,g,2.639916005,f,y,p,f,h,b,c,g,f,v,o,6.367135241,l,h,n,p,9.459594098,b,e,k,k,w,p
f,y,11.8654861,f,f,p,f,p,b,c,g,f,y,o,11.78095857,l,h,b,p,18.28559242,b,e,k,k,w,p
t,n,7.14711878,f,y,e,f,n,b,c,d,n,v,o,2.121676559,p,n,p,w,11.08644353,b,t,s,s,w,p
f,y,2.539513007,x,y,p,f,h,b,c,p,f,y,o,7.896830537,l,h,b,b,18.14165118,b,e,k,k,w,p
f,g,3.008802597,f,f,p,f,h,b,c,p,f,v,o,9.506313002,l,h,p,b,17.4852527,b,e,k,k,w,p
f,y,10.99439528,x,y,p,f,h,b,c,p,f,v,o,4.84005035,l,h,p,n,22.92364295,b,e,k,k,w,p
f,y,11.10249917,f,f,p,f,h,b,c,d,f,y,o,11.76458212,l,h,p,n,4.92647097,b,e,k,k,w,p
f,y,11.10945372,f,y,p,f,h,b,c,d,f,y,o,7.852660233,l,h,n,p,21.39116849,b,e,k,k,w,p
f,g,5.688439938,f,y,p,f,h,b,c,g,f,v,o,7.82317619,l,h,p,p,14.95996435,b,e,k,k,w,p
f,g,3.155281067,f,f,p,f,h,b,c,g,f,v,o,12.74387675,l,h,b,p,20.67835078,b,e,k,k,w,p
f,y,7.597590438,x,y,p,f,p,b,c,g,f,y,o,4.711604054,l,h,b,n,15.57614349,b,e,k,k,w,p
f,g,12.55881252,f,y,p,f,g,b,c,p,f,y,o,1.468954993,l,h,n,n,2.546889594,b,e,k,k,w,p
f,y,2.846287225,x,y,p,f,g,b,c,g,f,y,o,2.039518558,l,h,n,n,24.23033499,b,e,k,k,w,p
t,g,7.652008433,f,f,e,f,u,b,c,d,n,y,o,10.49169735,p,n,w,w,19.53290358,b,t,s,s,w,p
t,g,5.716772415,x,s,p,f,h,b,c,g,f,s,o,6.075449022,p,h,w,w,9.021440393,b,t,f,s,w,p
f,n,8.09035824,x,y,p,f,b,n,c,p,f,v,o,11.91633578,e,w,p,w,11.40039658,,t,s,k,w,p
t,g,5.55648454,f,s,p,f,p,b,c,g,f,v,o,10.64750633,p,h,w,w,12.77430089,b,t,s,f,w,p
f,g,4.506336566,f,y,p,f,g,b,c,g,f,y,o,12.93783364,l,h,b,n,13.07705518,b,e,k,k,w,p
f,y,7.121257275,f,y,p,f,g,b,c,g,f,v,o,12.16495467,l,h,p,p,8.088274762,b,e,k,k,w,p
f,g,13.16987992,f,y,p,f,p,b,c,d,f,v,o,13.06543844,l,h,b,p,3.575102692,b,e,k,k,w,p
t,e,10.12740932,f,y,e,f,e,b,c,w,n,c,t,7.725445209,e,w,w,e,7.888724722,,e,s,s,w,p
f,g,8.542780029,f,y,p,f,p,b,c,p,f,v,o,14.0081409,l,h,n,n,19.02791873,b,e,k,k,w,p
f,y,1.6550269,x,f,p,f,h,b,c,g,f,v,o,9.875114032,l,h,n,n,7.988910527,b,e,k,k,w,p
f,g,9.569092671,f,f,p,f,g,b,c,d,f,y,o,1.503516897,l,h,b,b,20.51726632,b,e,k,k,w,p
f,y,12.34529365,x,y,p,f,p,b,c,d,f,y,o,7.749763259,l,h,p,b,20.63574052,b,e,k,k,w,p
f,y,8.512702909,f,f,p,f,p,b,c,g,f,y,o,14.47576639,l,h,n,b,16.96752542,b,e,k,k,w,p
t,n,5.279538971,f,y,e,f,e,b,c,w,n,c,t,12.83914937,e,w,e,e,21.95067315,,e,s,s,w,p
f,g,9.029175554,f,y,p,f,p,b,c,g,f,v,o,6.698105236,l,h,p,n,9.492717015,b,e,k,k,w,p
f,n,3.990423746,k,f,p,f,w,n,c,d,n,v,o,2.495615899,e,w,w,n,19.68922475,,e,k,y,w,p
f,g,2.427345393,f,f,p,f,g,b,c,d,f,v,o,5.928697401,l,h,b,p,18.58778689,b,e,k,k,w,p
f,y,7.275523013,f,f,p,f,h,b,c,p,f,v,o,13.3652259,l,h,n,b,5.566233989,b,e,k,k,w,p
f,n,9.45691446,x,y,p,f,b,n,c,p,s,v,o,4.038309139,e,w,w,p,18.77013262,,t,s,k,w,p
f,g,1.861071559,f,f,p,f,h,b,c,d,f,v,o,11.55148076,l,h,p,p,19.98190675,b,e,k,k,w,p
f,g,5.248105897,f,f,p,f,g,b,c,p,f,y,o,14.57464536,l,h,b,b,23.47109355,b,e,k,k,w,p
t,w,13.02625768,f,s,p,f,w,b,c,g,f,v,o,4.837997262,p,h,w,w,12.62339541,b,t,f,f,w,p
f,y,11.13518693,f,f,p,f,g,b,c,d,f,v,o,4.839982056,l,h,b,n,16.10197168,b,e,k,k,w,p
f,g,7.237433402,x,y,p,f,h,b,c,g,f,y,o,6.834975906,l,h,p,n,2.705701854,b,e,k,k,w,p
f,y,8.44397381,x,f,p,f,h,b,c,g,f,y,o,4.133332347,l,h,n,p,7.91816972,b,e,k,k,w,p
t,e,8.754473715,x,y,e,f,w,b,c,w,n,c,t,12.49580617,e,w,e,e,2.715771344,,e,s,s,w,p
f,y,6.212938417,f,y,p,f,g,b,c,d,f,v,o,14.25870302,l,h,n,p,17.81071503,b,e,k,k,w,p
f,y,3.010975198,b,f,p,f,w,n,c,d,n,v,o,9.883900921,e,w,w,n,16.90899629,,e,k,y,w,p
f,y,11.8762874,f,y,p,f,p,b,c,d,f,v,o,6.883183198,l,h,n,n,9.258569432,b,e,k,k,w,p
t,g,8.704563187,x,s,p,f,p,b,c,u,f,s,o,8.710506473,p,h,w,w,24.35180857,b,t,f,f,w,p
f,y,3.700008501,f,y,p,f,h,b,c,d,f,v,o,1.473155159,l,h,p,p,7.411798789,b,e,k,k,w,p
f,y,2.7215248,f,f,p,f,p,b,c,g,f,v,o,3.406754392,l,h,p,b,23.69755051,b,e,k,k,w,p
t,e,2.342583638,k,y,e,f,e,b,c,w,n,c,t,12.53706676,e,w,w,w,22.08056568,,e,s,s,w,p
f,y,2.668534799,f,f,p,f,p,b,c,p,f,v,o,7.754572419,l,h,b,p,2.595886332,b,e,k,k,w,p
f,y,4.797910611,f,f,p,f,g,b,c,p,f,v,o,6.066852371,l,h,p,n,21.8020167,b,e,k,k,w,p
f,n,12.26994524,k,y,e,f,w,n,w,l,n,v,o,12.8685307,e,w,w,n,9.909521224,b,e,f,s,w,p
f,w,10.11741332,x,s,p,f,p,n,c,d,c,v,o,14.48429816,p,n,w,w,25.19392448,b,e,s,s,w,p
f,y,13.04601992,x,f,p,f,g,b,c,g,f,y,o,1.973642068,l,h,b,n,9.843206526,b,e,k,k,w,p
f,y,6.415634678,x,f,p,f,g,b,c,p,f,v,o,2.759130218,l,h,n,b,11.67868283,b,e,k,k,w,p
f,y,7.320521107,x,f,p,f,g,b,c,d,f,y,o,5.529076639,l,h,b,n,21.45341915,b,e,k,k,w,p
f,y,8.040345371,f,y,p,f,p,b,c,p,f,v,o,10.15834171,l,h,n,b,19.48336919,b,e,k,k,w,p
t,b,3.17147076,b,s,p,f,g,b,c,g,n,v,t,6.397159307,p,r,w,w,17.60047268,b,e,s,s,w,p
t,w,6.346651079,x,s,p,f,h,b,c,g,f,v,o,10.71069575,p,h,w,w,16.15003515,b,t,f,f,w,p
t,e,4.299604319,f,y,e,f,n,b,c,d,n,y,o,8.632375919,p,n,w,p,11.25287427,b,t,s,s,w,p
t,w,1.681512011,b,s,p,f,g,b,c,m,n,v,t,10.40975719,p,r,w,w,6.021824881,b,e,s,s,w,p
t,p,12.70646335,f,y,e,f,w,b,c,w,n,c,t,13.32655984,e,w,e,e,7.265493079,,e,s,s,w,p
